id,query,rank,predicted_id
2wikimqa_e_12,Who is the father of the director of film Kajraare?,1,2wikimqa_e_12
2wikimqa_e_12,Who is the father of the director of film Kajraare?,2,2wikimqa_e_50
2wikimqa_e_12,Who is the father of the director of film Kajraare?,3,2wikimqa_e_107
2wikimqa_e_13,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",1,2wikimqa_e_13
2wikimqa_e_13,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",2,2wikimqa_e_100
2wikimqa_e_13,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",3,2wikimqa_e_3
2wikimqa_e_14,"Who lived longer, Ole Arntzen or Harry Albert Willis?",1,2wikimqa_e_14
2wikimqa_e_14,"Who lived longer, Ole Arntzen or Harry Albert Willis?",2,2wikimqa_e_96
2wikimqa_e_14,"Who lived longer, Ole Arntzen or Harry Albert Willis?",3,2wikimqa_e_13
2wikimqa_e_15,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",1,2wikimqa_e_15
2wikimqa_e_15,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",2,2wikimqa_e_75
2wikimqa_e_15,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",3,2wikimqa_e_45
2wikimqa_e_16,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",1,2wikimqa_e_16
2wikimqa_e_16,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",2,2wikimqa_e_83
2wikimqa_e_16,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?",3,2wikimqa_e_15
2wikimqa_e_17,What is the place of birth of the director of film Sweepstakes (Film)?,1,2wikimqa_e_108
2wikimqa_e_17,What is the place of birth of the director of film Sweepstakes (Film)?,2,2wikimqa_e_79
2wikimqa_e_17,What is the place of birth of the director of film Sweepstakes (Film)?,3,2wikimqa_e_101
2wikimqa_e_18,Where was the director of film En Aasai Rasave born?,1,2wikimqa_e_18
2wikimqa_e_18,Where was the director of film En Aasai Rasave born?,2,2wikimqa_e_61
2wikimqa_e_18,Where was the director of film En Aasai Rasave born?,3,2wikimqa_e_112
2wikimqa_e_19,Where did the director of film The Eagle'S Eye study?,1,2wikimqa_e_101
2wikimqa_e_19,Where did the director of film The Eagle'S Eye study?,2,2wikimqa_e_3
2wikimqa_e_19,Where did the director of film The Eagle'S Eye study?,3,2wikimqa_e_107
2wikimqa_e_20,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",1,2wikimqa_e_1
2wikimqa_e_20,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",2,2wikimqa_e_15
2wikimqa_e_20,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",3,2wikimqa_e_51
2wikimqa_e_21,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",1,2wikimqa_e_21
2wikimqa_e_21,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",2,2wikimqa_e_100
2wikimqa_e_21,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",3,2wikimqa_e_20
2wikimqa_e_22,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",1,2wikimqa_e_22
2wikimqa_e_22,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",2,2wikimqa_e_88
2wikimqa_e_22,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",3,2wikimqa_e_112
2wikimqa_e_23,"Who is older, Maksim Kedrin or Peggy Pettitt?",1,2wikimqa_e_23
2wikimqa_e_23,"Who is older, Maksim Kedrin or Peggy Pettitt?",2,2wikimqa_e_51
2wikimqa_e_23,"Who is older, Maksim Kedrin or Peggy Pettitt?",3,2wikimqa_e_82
2wikimqa_e_24,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",1,2wikimqa_e_24
2wikimqa_e_24,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",2,2wikimqa_e_29
2wikimqa_e_24,"Which film was released more recently, Free China: The Courage To Believe or The Rebel Set?",3,2wikimqa_e_112
2wikimqa_e_25,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",1,2wikimqa_e_25
2wikimqa_e_25,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",2,2wikimqa_e_112
2wikimqa_e_25,"Are both villages, Little Rock Village and Jamal Beyg, located in the same country?",3,2wikimqa_e_107
2wikimqa_e_26,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",1,2wikimqa_e_26
2wikimqa_e_26,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",2,2wikimqa_e_6
2wikimqa_e_26,"Which film whose director is younger, The Goose Woman or You Can No Longer Remain Silent?",3,2wikimqa_e_64
2wikimqa_e_27,Where was the director of film La Grande Meute born?,1,2wikimqa_e_27
2wikimqa_e_27,Where was the director of film La Grande Meute born?,2,2wikimqa_e_83
2wikimqa_e_27,Where was the director of film La Grande Meute born?,3,2wikimqa_e_79
2wikimqa_e_28,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,1,2wikimqa_e_28
2wikimqa_e_28,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,2,2wikimqa_e_110
2wikimqa_e_28,Are Edmonton/Twin Island Airpark and Mayerthorpe Airport located in the same country?,3,2wikimqa_e_107
2wikimqa_e_29,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",1,2wikimqa_e_89
2wikimqa_e_29,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",2,2wikimqa_e_11
2wikimqa_e_29,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",3,2wikimqa_e_29
2wikimqa_e_30,Where did the director of film I Live On Danger die?,1,2wikimqa_e_30
2wikimqa_e_30,Where did the director of film I Live On Danger die?,2,2wikimqa_e_106
2wikimqa_e_30,Where did the director of film I Live On Danger die?,3,2wikimqa_e_100
2wikimqa_e_31,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",1,2wikimqa_e_31
2wikimqa_e_31,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",2,2wikimqa_e_75
2wikimqa_e_31,"Which film came out earlier, Just Friends or Enkeyo Ketta Kural?",3,2wikimqa_e_82
2wikimqa_e_32,Who is Domhnall Mac Alasdair's paternal grandfather?,1,2wikimqa_e_32
2wikimqa_e_32,Who is Domhnall Mac Alasdair's paternal grandfather?,2,2wikimqa_e_42
2wikimqa_e_32,Who is Domhnall Mac Alasdair's paternal grandfather?,3,2wikimqa_e_8
2wikimqa_e_33,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",1,2wikimqa_e_33
2wikimqa_e_33,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",2,2wikimqa_e_77
2wikimqa_e_33,"Who is John Of Luxembourg, Count Of Soissons's maternal grandfather?",3,2wikimqa_e_1
2wikimqa_e_34,What is the cause of death of director of film Disgraced!?,1,2wikimqa_e_34
2wikimqa_e_34,What is the cause of death of director of film Disgraced!?,2,2wikimqa_e_7
2wikimqa_e_34,What is the cause of death of director of film Disgraced!?,3,2wikimqa_e_26
2wikimqa_e_35,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,1,2wikimqa_e_35
2wikimqa_e_35,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,2,2wikimqa_e_13
2wikimqa_e_35,Which country the director of film Mrs. Gibbons' Boys (Film) is from?,3,2wikimqa_e_100
2wikimqa_e_36,"Who is the mother of Nicholas Crispo, Lord Of Syros?",1,2wikimqa_e_36
2wikimqa_e_36,"Who is the mother of Nicholas Crispo, Lord Of Syros?",2,2wikimqa_e_1
2wikimqa_e_36,"Who is the mother of Nicholas Crispo, Lord Of Syros?",3,2wikimqa_e_63
2wikimqa_e_37,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",1,2wikimqa_e_37
2wikimqa_e_37,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",2,2wikimqa_e_77
2wikimqa_e_37,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",3,2wikimqa_e_38
2wikimqa_e_38,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",1,2wikimqa_e_77
2wikimqa_e_38,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",2,2wikimqa_e_1
2wikimqa_e_38,"What is the date of birth of George Ernest, Count Of Erbach-Wildenstein's father?",3,2wikimqa_e_38
2wikimqa_e_39,What nationality is the director of film World And Time Enough?,1,2wikimqa_e_3
2wikimqa_e_39,What nationality is the director of film World And Time Enough?,2,2wikimqa_e_110
2wikimqa_e_39,What nationality is the director of film World And Time Enough?,3,2wikimqa_e_15
2wikimqa_e_40,Where was the director of film The Dangerous Talent born?,1,2wikimqa_e_40
2wikimqa_e_40,Where was the director of film The Dangerous Talent born?,2,2wikimqa_e_79
2wikimqa_e_40,Where was the director of film The Dangerous Talent born?,3,2wikimqa_e_83
2wikimqa_e_41,"Which album was released more recently, Full Length Lp or Blow In The Wind?",1,2wikimqa_e_41
2wikimqa_e_41,"Which album was released more recently, Full Length Lp or Blow In The Wind?",2,2wikimqa_e_101
2wikimqa_e_41,"Which album was released more recently, Full Length Lp or Blow In The Wind?",3,2wikimqa_e_44
2wikimqa_e_42,Who is the paternal grandfather of Trịnh Doanh?,1,2wikimqa_e_42
2wikimqa_e_42,Who is the paternal grandfather of Trịnh Doanh?,2,2wikimqa_e_101
2wikimqa_e_42,Who is the paternal grandfather of Trịnh Doanh?,3,2wikimqa_e_1
2wikimqa_e_43,Are Breville and Jakab Industries both located in the same country?,1,2wikimqa_e_102
2wikimqa_e_43,Are Breville and Jakab Industries both located in the same country?,2,2wikimqa_e_100
2wikimqa_e_43,Are Breville and Jakab Industries both located in the same country?,3,2wikimqa_e_48
2wikimqa_e_44,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",1,2wikimqa_e_44
2wikimqa_e_44,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",2,2wikimqa_e_82
2wikimqa_e_44,"Which film was released more recently, Eager Bodies or We Dive At Dawn?",3,2wikimqa_e_101
2wikimqa_e_45,Where was the director of film Ashwamedha (Film) born?,1,2wikimqa_e_45
2wikimqa_e_45,Where was the director of film Ashwamedha (Film) born?,2,2wikimqa_e_17
2wikimqa_e_45,Where was the director of film Ashwamedha (Film) born?,3,2wikimqa_e_2
2wikimqa_e_46,"Which film has the director born earlier, Dos Basuras or Day Of The Painter?",1,2wikimqa_e_46
2wikimqa_e_46,"Which film has the director born earlier, Dos Basuras or Day Of The Painter?",2,2wikimqa_e_55
2wikimqa_e_46,"Which film has the director born earlier, Dos Basuras or Day Of The Painter?",3,2wikimqa_e_10
2wikimqa_e_47,"Who was born first, Lương Hoàng Nam or Ross Mcmillan?",1,2wikimqa_e_47
2wikimqa_e_47,"Who was born first, Lương Hoàng Nam or Ross Mcmillan?",2,2wikimqa_e_1
2wikimqa_e_47,"Who was born first, Lương Hoàng Nam or Ross Mcmillan?",3,2wikimqa_e_20
2wikimqa_e_48,"Which country Eric Longlegs, Lord Of Langeland's father is from?",1,2wikimqa_e_48
2wikimqa_e_48,"Which country Eric Longlegs, Lord Of Langeland's father is from?",2,2wikimqa_e_113
2wikimqa_e_48,"Which country Eric Longlegs, Lord Of Langeland's father is from?",3,2wikimqa_e_105
2wikimqa_e_49,What is the place of birth of the director of film Northville Cemetery Massacre?,1,2wikimqa_e_51
2wikimqa_e_49,What is the place of birth of the director of film Northville Cemetery Massacre?,2,2wikimqa_e_52
2wikimqa_e_49,What is the place of birth of the director of film Northville Cemetery Massacre?,3,2wikimqa_e_49
2wikimqa_e_50,Which country the director of film Secrets Of A Door-To-Door Salesman is from?,1,2wikimqa_e_50
2wikimqa_e_50,Which country the director of film Secrets Of A Door-To-Door Salesman is from?,2,2wikimqa_e_64
2wikimqa_e_50,Which country the director of film Secrets Of A Door-To-Door Salesman is from?,3,2wikimqa_e_51
2wikimqa_e_51,Where did the director of film The Little Door Into The World die?,1,2wikimqa_e_107
2wikimqa_e_51,Where did the director of film The Little Door Into The World die?,2,2wikimqa_e_30
2wikimqa_e_51,Where did the director of film The Little Door Into The World die?,3,2wikimqa_e_83
2wikimqa_e_52,Where was the place of death of the director of film The Divine Nymph?,1,2wikimqa_e_52
2wikimqa_e_52,Where was the place of death of the director of film The Divine Nymph?,2,2wikimqa_e_78
2wikimqa_e_52,Where was the place of death of the director of film The Divine Nymph?,3,2wikimqa_e_79
2wikimqa_e_53,"Which film was released earlier, Battle For Brooklyn or Crime In The Streets?",1,2wikimqa_e_53
2wikimqa_e_53,"Which film was released earlier, Battle For Brooklyn or Crime In The Streets?",2,2wikimqa_e_15
2wikimqa_e_53,"Which film was released earlier, Battle For Brooklyn or Crime In The Streets?",3,2wikimqa_e_50
2wikimqa_e_54,Where did Agnes Of Meissen's mother die?,1,2wikimqa_e_59
2wikimqa_e_54,Where did Agnes Of Meissen's mother die?,2,2wikimqa_e_1
2wikimqa_e_54,Where did Agnes Of Meissen's mother die?,3,2wikimqa_e_2
2wikimqa_e_55,Which award the director of film Mithunam (2012 Film) received?,1,2wikimqa_e_114
2wikimqa_e_55,Which award the director of film Mithunam (2012 Film) received?,2,2wikimqa_e_91
2wikimqa_e_55,Which award the director of film Mithunam (2012 Film) received?,3,2wikimqa_e_101
2wikimqa_e_56,Did Kenneth Duberstein and Lee Mcgeorge Durrell share the same nationality?,1,2wikimqa_e_56
2wikimqa_e_56,Did Kenneth Duberstein and Lee Mcgeorge Durrell share the same nationality?,2,2wikimqa_e_113
2wikimqa_e_56,Did Kenneth Duberstein and Lee Mcgeorge Durrell share the same nationality?,3,2wikimqa_e_110
2wikimqa_e_57,"Are both museums, Halifax Historical Museum and William P. Didusch Center For Urologic History, located in the same country?",1,2wikimqa_e_57
2wikimqa_e_57,"Are both museums, Halifax Historical Museum and William P. Didusch Center For Urologic History, located in the same country?",2,2wikimqa_e_30
2wikimqa_e_57,"Are both museums, Halifax Historical Museum and William P. Didusch Center For Urologic History, located in the same country?",3,2wikimqa_e_87
2wikimqa_e_58,Are Kakwa River and Bighead River located in the same country?,1,2wikimqa_e_15
2wikimqa_e_58,Are Kakwa River and Bighead River located in the same country?,2,2wikimqa_e_62
2wikimqa_e_58,Are Kakwa River and Bighead River located in the same country?,3,2wikimqa_e_87
2wikimqa_e_59,"When is Henry Ii, Margrave Of The Nordmark's father's birthday?",1,2wikimqa_e_59
2wikimqa_e_59,"When is Henry Ii, Margrave Of The Nordmark's father's birthday?",2,2wikimqa_e_1
2wikimqa_e_59,"When is Henry Ii, Margrave Of The Nordmark's father's birthday?",3,2wikimqa_e_66
2wikimqa_e_60,When is the director of film Les Tuche 2 's birthday?,1,2wikimqa_e_60
2wikimqa_e_60,When is the director of film Les Tuche 2 's birthday?,2,2wikimqa_e_4
2wikimqa_e_60,When is the director of film Les Tuche 2 's birthday?,3,2wikimqa_e_18
2wikimqa_e_61,Do Thomas Wykes (Chronicler) and Robert Simpson (Meteorologist) have the same nationality?,1,2wikimqa_e_61
2wikimqa_e_61,Do Thomas Wykes (Chronicler) and Robert Simpson (Meteorologist) have the same nationality?,2,2wikimqa_e_112
2wikimqa_e_61,Do Thomas Wykes (Chronicler) and Robert Simpson (Meteorologist) have the same nationality?,3,2wikimqa_e_100
2wikimqa_e_62,"Who is younger, Vrindavan Lal Verma or Kerem İnan?",1,2wikimqa_e_62
2wikimqa_e_62,"Who is younger, Vrindavan Lal Verma or Kerem İnan?",2,2wikimqa_e_113
2wikimqa_e_62,"Who is younger, Vrindavan Lal Verma or Kerem İnan?",3,2wikimqa_e_11
2wikimqa_e_63,When was John Scott (Died 1533)'s father born?,1,2wikimqa_e_10
2wikimqa_e_63,When was John Scott (Died 1533)'s father born?,2,2wikimqa_e_47
2wikimqa_e_63,When was John Scott (Died 1533)'s father born?,3,2wikimqa_e_1
2wikimqa_e_64,"Which film has the director who was born first, Our Crazy Aunts or Dearest (2014 Film)?",1,2wikimqa_e_64
2wikimqa_e_64,"Which film has the director who was born first, Our Crazy Aunts or Dearest (2014 Film)?",2,2wikimqa_e_8
2wikimqa_e_64,"Which film has the director who was born first, Our Crazy Aunts or Dearest (2014 Film)?",3,2wikimqa_e_75
2wikimqa_e_65,What nationality is the director of film The Tower Of Lies?,1,2wikimqa_e_65
2wikimqa_e_65,What nationality is the director of film The Tower Of Lies?,2,2wikimqa_e_69
2wikimqa_e_65,What nationality is the director of film The Tower Of Lies?,3,2wikimqa_e_107
2wikimqa_e_66,"Which film has the director who was born first, Who'S Your Brother? or The Last Outpost (1951 Film)?",1,2wikimqa_e_66
2wikimqa_e_66,"Which film has the director who was born first, Who'S Your Brother? or The Last Outpost (1951 Film)?",2,2wikimqa_e_29
2wikimqa_e_66,"Which film has the director who was born first, Who'S Your Brother? or The Last Outpost (1951 Film)?",3,2wikimqa_e_112
2wikimqa_e_67,Where was the place of death of Halldóra Eldjárn's husband?,1,2wikimqa_e_67
2wikimqa_e_67,Where was the place of death of Halldóra Eldjárn's husband?,2,2wikimqa_e_79
2wikimqa_e_67,Where was the place of death of Halldóra Eldjárn's husband?,3,2wikimqa_e_99
2wikimqa_e_68,What is the date of death of Parimala Nagappa's husband?,1,2wikimqa_e_111
2wikimqa_e_68,What is the date of death of Parimala Nagappa's husband?,2,2wikimqa_e_68
2wikimqa_e_68,What is the date of death of Parimala Nagappa's husband?,3,2wikimqa_e_102
2wikimqa_e_69,Was Shahanuddin Choudhury or Domenico Distilo born first?,1,2wikimqa_e_69
2wikimqa_e_69,Was Shahanuddin Choudhury or Domenico Distilo born first?,2,2wikimqa_e_1
2wikimqa_e_69,Was Shahanuddin Choudhury or Domenico Distilo born first?,3,2wikimqa_e_100
2wikimqa_e_70,"What is the date of death of William Jolliffe, 4Th Baron Hylton's father?",1,2wikimqa_e_70
2wikimqa_e_70,"What is the date of death of William Jolliffe, 4Th Baron Hylton's father?",2,2wikimqa_e_77
2wikimqa_e_70,"What is the date of death of William Jolliffe, 4Th Baron Hylton's father?",3,2wikimqa_e_1
2wikimqa_e_71,Who is the father of the director of film Sources Of Life?,1,2wikimqa_e_110
2wikimqa_e_71,Who is the father of the director of film Sources Of Life?,2,2wikimqa_e_106
2wikimqa_e_71,Who is the father of the director of film Sources Of Life?,3,2wikimqa_e_107
2wikimqa_e_72,Are both The Bloom Of Yesterday and Fireworks (1954 Film) from the same country?,1,2wikimqa_e_72
2wikimqa_e_72,Are both The Bloom Of Yesterday and Fireworks (1954 Film) from the same country?,2,2wikimqa_e_101
2wikimqa_e_72,Are both The Bloom Of Yesterday and Fireworks (1954 Film) from the same country?,3,2wikimqa_e_107
2wikimqa_e_73,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",1,2wikimqa_e_73
2wikimqa_e_73,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",2,2wikimqa_e_114
2wikimqa_e_73,"Which film whose director is younger, Mr. Fix-It or People Not As Bad As They Seem?",3,2wikimqa_e_4
2wikimqa_e_74,What is the place of birth of the director of film Sweet Substitute (Film)?,1,2wikimqa_e_12
2wikimqa_e_74,What is the place of birth of the director of film Sweet Substitute (Film)?,2,2wikimqa_e_39
2wikimqa_e_74,What is the place of birth of the director of film Sweet Substitute (Film)?,3,2wikimqa_e_74
2wikimqa_e_75,"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",1,2wikimqa_e_75
2wikimqa_e_75,"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",2,2wikimqa_e_101
2wikimqa_e_75,"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",3,2wikimqa_e_30
2wikimqa_e_76,"Which film has the director born first, Stella'S Oorlog or Don Juan In A Girls' School?",1,2wikimqa_e_76
2wikimqa_e_76,"Which film has the director born first, Stella'S Oorlog or Don Juan In A Girls' School?",2,2wikimqa_e_101
2wikimqa_e_76,"Which film has the director born first, Stella'S Oorlog or Don Juan In A Girls' School?",3,2wikimqa_e_30
2wikimqa_e_77,"What is the date of birth of Magnus I, Duke Of Mecklenburg's mother?",1,2wikimqa_e_77
2wikimqa_e_77,"What is the date of birth of Magnus I, Duke Of Mecklenburg's mother?",2,2wikimqa_e_20
2wikimqa_e_77,"What is the date of birth of Magnus I, Duke Of Mecklenburg's mother?",3,2wikimqa_e_103
2wikimqa_e_78,Are both directors of films It'S Never Too Late (1956 Film) and The Slaughter Rule from the same country?,1,2wikimqa_e_78
2wikimqa_e_78,Are both directors of films It'S Never Too Late (1956 Film) and The Slaughter Rule from the same country?,2,2wikimqa_e_101
2wikimqa_e_78,Are both directors of films It'S Never Too Late (1956 Film) and The Slaughter Rule from the same country?,3,2wikimqa_e_11
2wikimqa_e_79,"Which film has the director died first, Mcguire Of The Mounted or The Man Unconquerable?",1,2wikimqa_e_79
2wikimqa_e_79,"Which film has the director died first, Mcguire Of The Mounted or The Man Unconquerable?",2,2wikimqa_e_30
2wikimqa_e_79,"Which film has the director died first, Mcguire Of The Mounted or The Man Unconquerable?",3,2wikimqa_e_65
2wikimqa_e_80,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",1,2wikimqa_e_80
2wikimqa_e_80,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",2,2wikimqa_e_107
2wikimqa_e_80,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",3,2wikimqa_e_1
2wikimqa_e_81,"Which film has the director who is older than the other, Women'S Weapons or She Wants Me? ",1,2wikimqa_e_15
2wikimqa_e_81,"Which film has the director who is older than the other, Women'S Weapons or She Wants Me? ",2,2wikimqa_e_98
2wikimqa_e_81,"Which film has the director who is older than the other, Women'S Weapons or She Wants Me? ",3,2wikimqa_e_23
2wikimqa_e_82,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",1,2wikimqa_e_82
2wikimqa_e_82,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",2,2wikimqa_e_100
2wikimqa_e_82,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",3,2wikimqa_e_6
2wikimqa_e_83,"Which film has the director who died first, The Flesh Is Weak or One Does Not Play With Love?",1,2wikimqa_e_83
2wikimqa_e_83,"Which film has the director who died first, The Flesh Is Weak or One Does Not Play With Love?",2,2wikimqa_e_52
2wikimqa_e_83,"Which film has the director who died first, The Flesh Is Weak or One Does Not Play With Love?",3,2wikimqa_e_85
2wikimqa_e_84,"Who was born first, Selahattin Seyhun or Nil Tun Maung?",1,2wikimqa_e_84
2wikimqa_e_84,"Who was born first, Selahattin Seyhun or Nil Tun Maung?",2,2wikimqa_e_106
2wikimqa_e_84,"Who was born first, Selahattin Seyhun or Nil Tun Maung?",3,2wikimqa_e_111
2wikimqa_e_85,"Which film has the director born earlier, Everyone Else or The Girl From The Chartreuse?",1,2wikimqa_e_85
2wikimqa_e_85,"Which film has the director born earlier, Everyone Else or The Girl From The Chartreuse?",2,2wikimqa_e_6
2wikimqa_e_85,"Which film has the director born earlier, Everyone Else or The Girl From The Chartreuse?",3,2wikimqa_e_21
2wikimqa_e_86,"Which film whose director is younger, College Lovers or The Dixie Flyer?",1,2wikimqa_e_86
2wikimqa_e_86,"Which film whose director is younger, College Lovers or The Dixie Flyer?",2,2wikimqa_e_13
2wikimqa_e_86,"Which film whose director is younger, College Lovers or The Dixie Flyer?",3,2wikimqa_e_91
2wikimqa_e_87,Are Yadboro River and Pigna Barney River both located in the same country?,1,2wikimqa_e_87
2wikimqa_e_87,Are Yadboro River and Pigna Barney River both located in the same country?,2,2wikimqa_e_113
2wikimqa_e_87,Are Yadboro River and Pigna Barney River both located in the same country?,3,2wikimqa_e_103
2wikimqa_e_88,What is the place of birth of the director of film Martian Child?,1,2wikimqa_e_108
2wikimqa_e_88,What is the place of birth of the director of film Martian Child?,2,2wikimqa_e_101
2wikimqa_e_88,What is the place of birth of the director of film Martian Child?,3,2wikimqa_e_3
